value,value1,name,piece
Nevydražené,,VAVROVÁ KATARÍNA (1964),A čo je šťastie
Cena v predaji:,3 000 €,VAVROVÁ KATARÍNA (1964),A čo je šťastie
Poradové číslo:,108,BRUNOVSKÝ DANIEL (1959),Cesta domov
Nevydražené,,BRUNOVSKÝ DANIEL (1959),Cesta domov
Cena v predaji:,2 000 €,BRUNOVSKÝ DANIEL (1959),Cesta domov
Poradové číslo:,109,VOJTÁŠEK ALEXEJ (1952),Polarita
Nevydražené,,VOJTÁŠEK ALEXEJ (1952),Polarita
Cena v predaji:,550 €,VOJTÁŠEK ALEXEJ (1952),Polarita
Poradové číslo:,110,AUGUSTÍN ANDREJ (1964),Mandala Mandragora
Vyvolávacia cena:,150 €,AUGUSTÍN ANDREJ (1964),Mandala Mandragora
Konečná cena:,150 €,AUGUSTÍN ANDREJ (1964),Mandala Mandragora
Poradové číslo:,111,TALLOVÁ LUCIA (1985),Black Roses
Nevydražené,,TALLOVÁ LUCIA (1985),Black Roses
Cena v predaji:,500 €,TALLOVÁ LUCIA (1985),Black Roses
Poradové číslo:,112,AUGUSTÍN ANDREJ (1964),Na Marse je fajn na Marse je raj
Nevydražené,,AUGUSTÍN ANDREJ (1964),Na Marse je fajn na Marse je raj
Cena v predaji:,150 €,AUGUSTÍN ANDREJ (1964),Na Marse je fajn na Marse je raj
Poradové číslo:,113,KĽÚČIK PETER (1953),Mapa sveta II.
Vyvolávacia cena:,200 €,KĽÚČIK PETER (1953),Mapa sveta II.
Konečná cena:,200 €,KĽÚČIK PETER (1953),Mapa sveta II.
Poradové číslo:,114,BIELIK ROBERT (1963),Výstup na ornamentálnu horu
Vyvolávacia cena:,400 €,BIELIK ROBERT (1963),Výstup na ornamentálnu horu
Konečná cena:,400 €,BIELIK ROBERT (1963),Výstup na ornamentálnu horu
Poradové číslo:,115,AUGUSTÍN MARTIN (1965),Lyrika
Vyvolávacia cena:,200 €,AUGUSTÍN MARTIN (1965),Lyrika
Konečná cena:,200 €,AUGUSTÍN MARTIN (1965),Lyrika
Poradové číslo:,116,AUGUSTÍN MARTIN (1965),Mámenie
Vyvolávacia cena:,200 €,AUGUSTÍN MARTIN (1965),Mámenie
Konečná cena:,200 €,AUGUSTÍN MARTIN (1965),Mámenie
Poradové číslo:,117,CZINEGE MICHAL (1980),Following
Nevydražené,,CZINEGE MICHAL (1980),Following
Cena v predaji:,550 €,CZINEGE MICHAL (1980),Following
Poradové číslo:,118,JANEČKOVÁ KATARÍNA (1988),Medvedík
Vyvolávacia cena:,500 €,JANEČKOVÁ KATARÍNA (1988),Medvedík
Konečná cena:,500 €,JANEČKOVÁ KATARÍNA (1988),Medvedík
Poradové číslo:,119,DÚBRAVSKÝ ANDREJ (1987),Mačka
Vyvolávacia cena:,500 €,DÚBRAVSKÝ ANDREJ (1987),Mačka
Konečná cena:,500 €,DÚBRAVSKÝ ANDREJ (1987),Mačka
Poradové číslo:,120,NÁRAY AUREL (1883 - 1948),Matka s dcérou
Nevydražené,,NÁRAY AUREL (1883 - 1948),Matka s dcérou
Cena v predaji:,1 800 €,NÁRAY AUREL (1883 - 1948),Matka s dcérou
Poradové číslo:,121,KARLOVSZKY BERTALAN (1858 - 1938),V salóne (štúdia)
Nevydražené,,KARLOVSZKY BERTALAN (1858 - 1938),V salóne (štúdia)
Cena v predaji:,3 000 €,KARLOVSZKY BERTALAN (1858 - 1938),V salóne (štúdia)
Poradové číslo:,122,NAGY ERNŐ (1881 - ?),Ženy na trhu
Vyvolávacia cena:,400 €,NAGY ERNŐ (1881 - ?),Ženy na trhu
Konečná cena:,450 €,NAGY ERNŐ (1881 - ?),Ženy na trhu
Poradové číslo:,123,NEOGRÁDY ANTAL (1861 - 1941),Lov na kačice
Vyvolávacia cena:,500 €,NEOGRÁDY ANTAL (1861 - 1941),Lov na kačice
Konečná cena:,500 €,NEOGRÁDY ANTAL (1861 - 1941),Lov na kačice
Poradové číslo:,124,NEOGRÁDY ANTAL (1861 - 1941),Dvaja na loďke
Vyvolávacia cena:,450 €,NEOGRÁDY ANTAL (1861 - 1941),Dvaja na loďke
Konečná cena:,450 €,NEOGRÁDY ANTAL (1861 - 1941),Dvaja na loďke
Poradové číslo:,125,NEOGRÁDY ANTAL (1861 - 1941),Poľovník
Nevydražené,,NEOGRÁDY ANTAL (1861 - 1941),Poľovník
Cena v predaji:,700 €,NEOGRÁDY ANTAL (1861 - 1941),Poľovník
Poradové číslo:,126,NEOGRÁDY ANTAL (1861 - 1941),Jeleň v zime
Vyvolávacia cena:,700 €,NEOGRÁDY ANTAL (1861 - 1941),Jeleň v zime
Konečná cena:,700 €,NEOGRÁDY ANTAL (1861 - 1941),Jeleň v zime
Poradové číslo:,127,NEOGRÁDY LÁSZLÓ (1896 - 1962),Zimné ráno v lese
Vyvolávacia cena:,1 200 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Zimné ráno v lese
Konečná cena:,950 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Zimné ráno v lese
Poradové číslo:,128,NEOGRÁDY LÁSZLÓ (1896 - 1962),V rozhovore pri chalupe
Nevydražené,,NEOGRÁDY LÁSZLÓ (1896 - 1962),V rozhovore pri chalupe
Cena v predaji:,500 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),V rozhovore pri chalupe
Poradové číslo:,129,NEOGRÁDY LÁSZLÓ (1896 - 1962),Dve husiarky na jar
Vyvolávacia cena:,1 500 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Dve husiarky na jar
Konečná cena:,1 500 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Dve husiarky na jar
Poradové číslo:,130,NEOGRÁDY LÁSZLÓ (1896 - 1962),Zimný potok
Vyvolávacia cena:,550 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Zimný potok
Konečná cena:,750 €,NEOGRÁDY LÁSZLÓ (1896 - 1962),Zimný potok
Poradové číslo:,131,NÉMETH GYÖRGY (1890 - 1962),Na dvore
Vyvolávacia cena:,200 €,NÉMETH GYÖRGY (1890 - 1962),Na dvore
Konečná cena:,230 €,NÉMETH GYÖRGY (1890 - 1962),Na dvore
Poradové číslo:,134,SZLAVIK D. (1887 - ?),Zátišie s ovocím
Nevydražené,,SZLAVIK D. (1887 - ?),Zátišie s ovocím
Cena v predaji:,450 €,SZLAVIK D. (1887 - ?),Zátišie s ovocím
Poradové číslo:,136,CSILLAG JÓZSEF (1894 - 1977),Zvážanie z poľa
Vyvolávacia cena:,300 €,CSILLAG JÓZSEF (1894 - 1977),Zvážanie z poľa
Konečná cena:,300 €,CSILLAG JÓZSEF (1894 - 1977),Zvážanie z poľa
Poradové číslo:,137,TÖLGYES BÉLA (XX.),Na koči v Paríži I.
Vyvolávacia cena:,500 €,TÖLGYES BÉLA (XX.),Na koči v Paríži I.
Konečná cena:,550 €,TÖLGYES BÉLA (XX.),Na koči v Paríži I.
Poradové číslo:,138,TÖLGYES BÉLA (XX.),Na koči v Paríži II.
Vyvolávacia cena:,500 €,TÖLGYES BÉLA (XX.),Na koči v Paríži II.
Konečná cena:,550 €,TÖLGYES BÉLA (XX.),Na koči v Paríži II.
Poradové číslo:,139,SELLAJO JACOPO DEL - OKRUH (1441 - 1493),Madona s malým Ježiškom a Jánom Krstiteľom
Vyvolávacia cena:,18 000 €,SELLAJO JACOPO DEL - OKRUH (1441 - 1493),Madona s malým Ježiškom a Jánom Krstiteľom
Konečná cena:,14 400 €,SELLAJO JACOPO DEL - OKRUH (1441 - 1493),Madona s malým Ježiškom a Jánom Krstiteľom
Poradové číslo:,140,AACHEN HANS VON - DIELŇA (1552 - 1615),Mytologický výjav
Vyvolávacia cena:,3 000 €,AACHEN HANS VON - DIELŇA (1552 - 1615),Mytologický výjav
Konečná cena:,3 000 €,AACHEN HANS VON - DIELŇA (1552 - 1615),Mytologický výjav
Poradové číslo:,142,ADLER EDMUND - PRIPISOVANÉ  (1876 - 1965 ),Matka s deťmi
Nevydražené,,ADLER EDMUND - PRIPISOVANÉ  (1876 - 1965 ),Matka s deťmi
Cena v predaji:,4 000 €,ADLER EDMUND - PRIPISOVANÉ  (1876 - 1965 ),Matka s deťmi
Poradové číslo:,143,OUWATER ISAAK - PRIPISOVANÉ (1750 - 1793),Pred hostincom
Nevydražené,,OUWATER ISAAK - PRIPISOVANÉ (1750 - 1793),Pred hostincom
Cena v predaji:,4 000 €,OUWATER ISAAK - PRIPISOVANÉ (1750 - 1793),Pred hostincom
Poradové číslo:,144,GÖTZELMANN  EDUARD (1830 - 1903),Pred krčmou
Vyvolávacia cena:,2 000 €,GÖTZELMANN  EDUARD (1830 - 1903),Pred krčmou
Konečná cena:,2 000 €,GÖTZELMANN  EDUARD (1830 - 1903),Pred krčmou
Poradové číslo:,145,JUTZ CARL - PRIPISOVANÉ (1838 - 1916),Na dedinskom dvore
Nevydražené,,JUTZ CARL - PRIPISOVANÉ (1838 - 1916),Na dedinskom dvore
Cena v predaji:,600 €,JUTZ CARL - PRIPISOVANÉ (1838 - 1916),Na dedinskom dvore
Poradové číslo:,146,SCHNEIDER WILHELM HEINRICH (1821 - 1900),Zabitie Waldsteina
Nevydražené,,SCHNEIDER WILHELM HEINRICH (1821 - 1900),Zabitie Waldsteina
Cena v predaji:,3 000 €,SCHNEIDER WILHELM HEINRICH (1821 - 1900),Zabitie Waldsteina
Poradové číslo:,147,MORAS WALTER (1856 - 1925),Samota v zime
Nevydražené,,MORAS WALTER (1856 - 1925),Samota v zime
Cena v predaji:,3 000 €,MORAS WALTER (1856 - 1925),Samota v zime
Poradové číslo:,148,NEZNÁMY HOLANDIZUJÚCI MALIAR,Zimná krajinka
Nevydražené,,NEZNÁMY HOLANDIZUJÚCI MALIAR,Zimná krajinka
Cena v predaji:,1 500 €,NEZNÁMY HOLANDIZUJÚCI MALIAR,Zimná krajinka
Poradové číslo:,149,HOLMSTEDT JOHANN (1851 - 1929),Fjord
Vyvolávacia cena:,1 800 €,HOLMSTEDT JOHANN (1851 - 1929),Fjord
Konečná cena:,1 500 €,HOLMSTEDT JOHANN (1851 - 1929),Fjord
Poradové číslo:,150,EWERT PER (1869 - 1994),Jazierko s brezami
Vyvolávacia cena:,900 €,EWERT PER (1869 - 1994),Jazierko s brezami
Konečná cena:,900 €,EWERT PER (1869 - 1994),Jazierko s brezami
Poradové číslo:,151,NEZNÁMY STREDOEURÓPSKY MALIAR,Dáma s kyticou
Nevydražené,,NEZNÁMY STREDOEURÓPSKY MALIAR,Dáma s kyticou
Cena v predaji:,800 €,NEZNÁMY STREDOEURÓPSKY MALIAR,Dáma s kyticou
Poradové číslo:,152,NEZNÁMY RAKÚSKY MALIAR,Víla
Vyvolávacia cena:,500 €,NEZNÁMY RAKÚSKY MALIAR,Víla
Konečná cena:,500 €,NEZNÁMY RAKÚSKY MALIAR,Víla
Poradové číslo:,153,SIMEON H. (XIX. - XX.),Ženský akt I.
Nevydražené,,SIMEON H. (XIX. - XX.),Ženský akt I.
Cena v predaji:,400 €,SIMEON H. (XIX. - XX.),Ženský akt I.
Poradové číslo:,154,SIMEON H. (XIX. - XX.),Ženský akt II.
Nevydražené,,SIMEON H. (XIX. - XX.),Ženský akt II.
Cena v predaji:,400 €,SIMEON H. (XIX. - XX.),Ženský akt II.
Poradové číslo:,155,JOHNSON SIDNEY YATES (XIX.),Na horskom jazere
Vyvolávacia cena:,500 €,JOHNSON SIDNEY YATES (XIX.),Na horskom jazere
Konečná cena:,400 €,JOHNSON SIDNEY YATES (XIX.),Na horskom jazere
Poradové číslo:,156,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Anjel (fragment)
Vyvolávacia cena:,1 000 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Anjel (fragment)
Konečná cena:,800 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Anjel (fragment)
Poradové číslo:,160,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Milenci
Nevydražené,,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Milenci
Cena v predaji:,1 100 €,NEZNÁMY STREDOEURÓPSKY SOCHÁR,Milenci
Poradové číslo:,161,REINER-ISTVÁNFFY GABRIELA (1877 - 1964),Mačky
Nevydražené,,REINER-ISTVÁNFFY GABRIELA (1877 - 1964),Mačky
Cena v predaji:,1 000 €,REINER-ISTVÁNFFY GABRIELA (1877 - 1964),Mačky
Poradové číslo:,162,SEITZ GEORG (1810 - 1870),Zátišie s ovocím
Nevydražené,,SEITZ GEORG (1810 - 1870),Zátišie s ovocím
Cena v predaji:,700 €,SEITZ GEORG (1810 - 1870),Zátišie s ovocím
Poradové číslo:,163,NOWAK FRANZ (1885 - 1973),Zátišie s ružami a ovocím
Vyvolávacia cena:,650 €,NOWAK FRANZ (1885 - 1973),Zátišie s ružami a ovocím
Konečná cena:,500 €,NOWAK FRANZ (1885 - 1973),Zátišie s ružami a ovocím
Poradové číslo:,164,NOWAK FRANZ (1885 - 1973),"Zátišie s hroznom, hruškou a jablkami"
Vyvolávacia cena:,650 €,NOWAK FRANZ (1885 - 1973),"Zátišie s hroznom, hruškou a jablkami"
Konečná cena:,650 €,NOWAK FRANZ (1885 - 1973),"Zátišie s hroznom, hruškou a jablkami"
Poradové číslo:,165,RÜTTGERS SEVERIN (XX.),Kvetinové zátišie
Nevydražené,,RÜTTGERS SEVERIN (XX.),Kvetinové zátišie
Cena v predaji:,400 €,RÜTTGERS SEVERIN (XX.),Kvetinové zátišie
Poradové číslo:,166,BILIC E.,Kytica orgovánov
Nevydražené,,BILIC E.,Kytica orgovánov
Cena v predaji:,800 €,BILIC E.,Kytica orgovánov
Poradové číslo:,167,BOTERO FERNANDO - PODĽA (1932),Tancujúca
Vyvolávacia cena:,1 050 €,BOTERO FERNANDO - PODĽA (1932),Tancujúca
Konečná cena:,1 050 €,BOTERO FERNANDO - PODĽA (1932),Tancujúca
Poradové číslo:,168,DALÍ SALVADOR (1904 - 1989),Venus aux Tiroirs
Vyvolávacia cena:,3 800 €,DALÍ SALVADOR (1904 - 1989),Venus aux Tiroirs
Konečná cena:,3 800 €,DALÍ SALVADOR (1904 - 1989),Venus aux Tiroirs
Poradové číslo:,169,ČÍLA OTAKAR (1894 - 1977),Srnec
Nevydražené,,ČÍLA OTAKAR (1894 - 1977),Srnec
Cena v predaji:,1 200 €,ČÍLA OTAKAR (1894 - 1977),Srnec
Poradové číslo:,170,RAŠEK KAREL (1861 - 1918),Hlucháň (Na okraji lesa)
Nevydražené,,RAŠEK KAREL (1861 - 1918),Hlucháň (Na okraji lesa)
Cena v predaji:,1 200 €,RAŠEK KAREL (1861 - 1918),Hlucháň (Na okraji lesa)
Poradové číslo:,171,HANÁK Bohumil (1897 – 1951),Ženy z moravského Slovácka (Pri vyšívaní)
Nevydražené,,HANÁK Bohumil (1897 – 1951),Ženy z moravského Slovácka (Pri vyšívaní)
Cena v predaji:,700 €,HANÁK Bohumil (1897 – 1951),Ženy z moravského Slovácka (Pri vyšívaní)
Poradové číslo:,172,HOREJC JAROSLAV (1886 - 1983),Češúca sa
Vyvolávacia cena:,1 200 €,HOREJC JAROSLAV (1886 - 1983),Češúca sa
Konečná cena:,1 600 €,HOREJC JAROSLAV (1886 - 1983),Češúca sa
Poradové číslo:,173,ŠTURSA JAN (1880 - 1925),Kúpajúca sa
Nevydražené,,ŠTURSA JAN (1880 - 1925),Kúpajúca sa
Cena v predaji:,1 200 €,ŠTURSA JAN (1880 - 1925),Kúpajúca sa
Poradové číslo:,174,BENDA BŘETISLAV (1897 - 1983),Sediaci akt
Nevydražené,,BENDA BŘETISLAV (1897 - 1983),Sediaci akt
Cena v predaji:,4 400 €,BENDA BŘETISLAV (1897 - 1983),Sediaci akt
Poradové číslo:,176,FILLA EMIL (1882 - 1952),Herakles krotiaci Diamedovho koňa
Vyvolávacia cena:,3 500 €,FILLA EMIL (1882 - 1952),Herakles krotiaci Diamedovho koňa
Konečná cena:,3 500 €,FILLA EMIL (1882 - 1952),Herakles krotiaci Diamedovho koňa
Poradové číslo:,177,MAREČEK BOHUMIL (1884 - 1962),Ležiaci akt (Sen)
Nevydražené,,MAREČEK BOHUMIL (1884 - 1962),Ležiaci akt (Sen)
Cena v predaji:,3 000 €,MAREČEK BOHUMIL (1884 - 1962),Ležiaci akt (Sen)
Poradové číslo:,178,SLAVÍČEK JAN (1900 - 1970),Krajina s hviezdou
Vyvolávacia cena:,600 €,SLAVÍČEK JAN (1900 - 1970),Krajina s hviezdou
Konečná cena:,600 €,SLAVÍČEK JAN (1900 - 1970),Krajina s hviezdou
Poradové číslo:,179,ČÍLA BOHUMÍR (1885 - 1957),Zámocká záhrada
Nevydražené,,ČÍLA BOHUMÍR (1885 - 1957),Zámocká záhrada
Cena v predaji:,500 €,ČÍLA BOHUMÍR (1885 - 1957),Zámocká záhrada
Poradové číslo:,180,HYBLER STANISLAV (1924 - 2009),Pri morských útesoch – Bretagne
Vyvolávacia cena:,800 €,HYBLER STANISLAV (1924 - 2009),Pri morských útesoch – Bretagne
Konečná cena:,650 €,HYBLER STANISLAV (1924 - 2009),Pri morských útesoch – Bretagne
Poradové číslo:,181,KUDLÁČ FRANTIŠEK (1909 - 1990),Kacírka
Vyvolávacia cena:,350 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Kacírka
Konečná cena:,450 €,KUDLÁČ FRANTIŠEK (1909 - 1990),Kacírka
Poradové číslo:,182,ŠIMURDA MILOŠ (1924),Rodina
Nevydražené,,ŠIMURDA MILOŠ (1924),Rodina
Cena v predaji:,1 500 €,ŠIMURDA MILOŠ (1924),Rodina
Poradové číslo:,183,MRÁZOVÁ LEA (1906 - 1995),Žena v modrých šatách
Vyvolávacia cena:,400 €,MRÁZOVÁ LEA (1906 - 1995),Žena v modrých šatách
Konečná cena:,570 €,MRÁZOVÁ LEA (1906 - 1995),Žena v modrých šatách
Poradové číslo:,184,POTOČEK PAVOL (1925 - 2012),Chalupy
Vyvolávacia cena:,900 €,POTOČEK PAVOL (1925 - 2012),Chalupy
Konečná cena:,700 €,POTOČEK PAVOL (1925 - 2012),Chalupy
Poradové číslo:,185,VAVRO MILAN (1933 - 2011),Na dvore II.
Vyvolávacia cena:,200 €,VAVRO MILAN (1933 - 2011),Na dvore II.
Konečná cena:,200 €,VAVRO MILAN (1933 - 2011),Na dvore II.
Poradové číslo:,186,LALUHA MILAN (1930 - 2013),Dedina
Nevydražené,,LALUHA MILAN (1930 - 2013),Dedina
Cena v predaji:,6 500 €,LALUHA MILAN (1930 - 2013),Dedina
Poradové číslo:,187,LALUHA MILAN (1930 - 2013),Pri humne
Vyvolávacia cena:,3 500 €,LALUHA MILAN (1930 - 2013),Pri humne
Konečná cena:,3 200 €,LALUHA MILAN (1930 - 2013),Pri humne
Poradové číslo:,188,LALUHA MILAN (1930 - 2013),Zamyslená
Vyvolávacia cena:,3 500 €,LALUHA MILAN (1930 - 2013),Zamyslená
Konečná cena:,5 100 €,LALUHA MILAN (1930 - 2013),Zamyslená
Poradové číslo:,189,LALUHA MILAN (1930 - 2013),Dvaja
Vyvolávacia cena:,500 €,LALUHA MILAN (1930 - 2013),Dvaja
Konečná cena:,650 €,LALUHA MILAN (1930 - 2013),Dvaja
Poradové číslo:,190,LALUHA MILAN (1930 - 2013),Krajina od Mičinej
Vyvolávacia cena:,1 400 €,LALUHA MILAN (1930 - 2013),Krajina od Mičinej
Konečná cena:,1 200 €,LALUHA MILAN (1930 - 2013),Krajina od Mičinej
Poradové číslo:,191,LALUHA MILAN (1930 - 2013),Stromy
Nevydražené,,LALUHA MILAN (1930 - 2013),Stromy
Cena v predaji:,1 300 €,LALUHA MILAN (1930 - 2013),Stromy
Poradové číslo:,192,LALUHA MILAN (1930 - 2013),Domy v Mičinej
Nevydražené,,LALUHA MILAN (1930 - 2013),Domy v Mičinej
Cena v predaji:,900 €,LALUHA MILAN (1930 - 2013),Domy v Mičinej
Poradové číslo:,193,KOMPÁNEK VLADIMÍR (1927 - 2011),Vianočný čas
Vyvolávacia cena:,3 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Vianočný čas
Konečná cena:,9 600 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Vianočný čas
Poradové číslo:,194,KOMPÁNEK VLADIMÍR (1927 - 2011),Zima na rieke
Vyvolávacia cena:,3 000 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Zima na rieke
Konečná cena:,15 300 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Zima na rieke
Poradové číslo:,196,KOMPÁNEK VLADIMÍR (1927 - 2011),Zátišie s lebkou
Nevydražené,,KOMPÁNEK VLADIMÍR (1927 - 2011),Zátišie s lebkou
Cena v predaji:,3 900 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Zátišie s lebkou
Poradové číslo:,197,KOMPÁNEK VLADIMÍR (1927 - 2011),Zvonička
Vyvolávacia cena:,3 900 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Zvonička
Konečná cena:,4 700 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Zvonička
Poradové číslo:,199,KOMPÁNEK VLADIMÍR (1927 - 2011),Tetka v kabanici
Vyvolávacia cena:,1 550 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Tetka v kabanici
Konečná cena:,2 500 €,KOMPÁNEK VLADIMÍR (1927 - 2011),Tetka v kabanici
Poradové číslo:,200,KRIVOŠ RUDOLF (1933),Proroci
Vyvolávacia cena:,9 000 €,KRIVOŠ RUDOLF (1933),Proroci
Konečná cena:,9 000 €,KRIVOŠ RUDOLF (1933),Proroci
Poradové číslo:,201,KRIVOŠ RUDOLF (1933),Nocturno
Vyvolávacia cena:,9 000 €,KRIVOŠ RUDOLF (1933),Nocturno
Konečná cena:,9 000 €,KRIVOŠ RUDOLF (1933),Nocturno
Poradové číslo:,202,KRIVOŠ RUDOLF (1933),Veľký laz
Vyvolávacia cena:,7 000 €,KRIVOŠ RUDOLF (1933),Veľký laz
Konečná cena:,7 200 €,KRIVOŠ RUDOLF (1933),Veľký laz
Poradové číslo:,203,KRIVOŠ RUDOLF (1933),Laz pod vrchom
Vyvolávacia cena:,7 000 €,KRIVOŠ RUDOLF (1933),Laz pod vrchom
Konečná cena:,6 000 €,KRIVOŠ RUDOLF (1933),Laz pod vrchom
Poradové číslo:,204,KRIVOŠ RUDOLF (1933),Štyri kresbové štúdie
Nevydražené,,KRIVOŠ RUDOLF (1933),Štyri kresbové štúdie
Cena v predaji:,800 €,KRIVOŠ RUDOLF (1933),Štyri kresbové štúdie
Poradové číslo:,205,KRIVOŠ RUDOLF (1933),Biologické husle
Nevydražené,,KRIVOŠ RUDOLF (1933),Biologické husle
Cena v predaji:,8 000 €,KRIVOŠ RUDOLF (1933),Biologické husle
Poradové číslo:,206,PAŠTÉKA MILAN (1931 - 1998),Zátišie
Nevydražené,,PAŠTÉKA MILAN (1931 - 1998),Zátišie
Cena v predaji:,7 000 €,PAŠTÉKA MILAN (1931 - 1998),Zátišie
Poradové číslo:,207,PAŠTÉKA MILAN (1931 - 1998),Z cyklu Kráľ Ubu
Nevydražené,,PAŠTÉKA MILAN (1931 - 1998),Z cyklu Kráľ Ubu
Cena v predaji:,650 €,PAŠTÉKA MILAN (1931 - 1998),Z cyklu Kráľ Ubu
Poradové číslo:,208,PAŠTÉKA MILAN (1931 - 1998),Sama v interiéri
Vyvolávacia cena:,900 €,PAŠTÉKA MILAN (1931 - 1998),Sama v interiéri
Konečná cena:,805 €,PAŠTÉKA MILAN (1931 - 1998),Sama v interiéri
Poradové číslo:,209,PAŠTÉKA MILAN (1931 - 1998),Diváci
Vyvolávacia cena:,700 €,PAŠTÉKA MILAN (1931 - 1998),Diváci
Konečná cena:,700 €,PAŠTÉKA MILAN (1931 - 1998),Diváci
Poradové číslo:,210,PAŠTÉKA MILAN (1931 - 1998),Pastier
Vyvolávacia cena:,150 €,PAŠTÉKA MILAN (1931 - 1998),Pastier
Konečná cena:,150 €,PAŠTÉKA MILAN (1931 - 1998),Pastier
Poradové číslo:,211,POPOVIČ VLADIMÍR (1939),Keď odchádza kapela
Vyvolávacia cena:,3 000 €,POPOVIČ VLADIMÍR (1939),Keď odchádza kapela
Konečná cena:,3 000 €,POPOVIČ VLADIMÍR (1939),Keď odchádza kapela
Poradové číslo:,212,STUDENÝ MICHAL,Vysťahovalci
Vyvolávacia cena:,1 800 €,STUDENÝ MICHAL,Vysťahovalci
Konečná cena:,1 450 €,STUDENÝ MICHAL,Vysťahovalci
Poradové číslo:,213,KLIMO ALOJZ (1922 - 2000),Záznamy V.
Vyvolávacia cena:,250 €,KLIMO ALOJZ (1922 - 2000),Záznamy V.
Konečná cena:,300 €,KLIMO ALOJZ (1922 - 2000),Záznamy V.
Poradové číslo:,214,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Exoplanéty
Vyvolávacia cena:,4 800 €,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Exoplanéty
Konečná cena:,3 900 €,ZORIČÁK (ZORITCHAK) JÁN (YAN) (1944),Exoplanéty
Poradové číslo:,215,ZORIČÁK (ZORITCHAK)JÁN (YAN) (1944),Objekt
Nevydražené,,ZORIČÁK (ZORITCHAK)JÁN (YAN) (1944),Objekt
Cena v predaji:,3 000 €,ZORIČÁK (ZORITCHAK)JÁN (YAN) (1944),Objekt
Poradové číslo:,216,ANTAL EDUARD (1929 - 2011),Kompozícia s oranžovou
Vyvolávacia cena:,1 000 €,ANTAL EDUARD (1929 - 2011),Kompozícia s oranžovou
Konečná cena:,5 000 €,ANTAL EDUARD (1929 - 2011),Kompozícia s oranžovou
Poradové číslo:,217,KRAICOVÁ VIERA (1920 - 2012),Modré oko
Vyvolávacia cena:,2 200 €,KRAICOVÁ VIERA (1920 - 2012),Modré oko
Konečná cena:,1 800 €,KRAICOVÁ VIERA (1920 - 2012),Modré oko
Poradové číslo:,218,KRAICOVÁ VIERA (1920 - 2012),Rozkvitnutý sad
Vyvolávacia cena:,2 000 €,KRAICOVÁ VIERA (1920 - 2012),Rozkvitnutý sad
Konečná cena:,2 000 €,KRAICOVÁ VIERA (1920 - 2012),Rozkvitnutý sad
Poradové číslo:,220,FEĎKOVIČ NIKOLAJ (1945),Zátišie – krajina
Vyvolávacia cena:,1 200 €,FEĎKOVIČ NIKOLAJ (1945),Zátišie – krajina
Konečná cena:,1 150 €,FEĎKOVIČ NIKOLAJ (1945),Zátišie – krajina
Poradové číslo:,221,ZIMKA ONDREJ (1937),Únos Európy
Nevydražené,,ZIMKA ONDREJ (1937),Únos Európy
Cena v predaji:,300 €,ZIMKA ONDREJ (1937),Únos Európy
Poradové číslo:,222,ZIMKA ONDREJ (1937),Bosoráctvo na rok1985
Vyvolávacia cena:,300 €,ZIMKA ONDREJ (1937),Bosoráctvo na rok1985
Konečná cena:,300 €,ZIMKA ONDREJ (1937),Bosoráctvo na rok1985
Poradové číslo:,223,ZIMKA ONDREJ (1937),Svetobežník
Vyvolávacia cena:,280 €,ZIMKA ONDREJ (1937),Svetobežník
Konečná cena:,280 €,ZIMKA ONDREJ (1937),Svetobežník
Poradové číslo:,224,FILKO STANO (1937 - 2015),Slowak Šeherezáda – Primeros
Vyvolávacia cena:,4 000 €,FILKO STANO (1937 - 2015),Slowak Šeherezáda – Primeros
Konečná cena:,8 000 €,FILKO STANO (1937 - 2015),Slowak Šeherezáda – Primeros
Poradové číslo:,225,ROLLER PETER (1948),Objekt
Vyvolávacia cena:,1 500 €,ROLLER PETER (1948),Objekt
Konečná cena:,1 200 €,ROLLER PETER (1948),Objekt
Poradové číslo:,226,MELIŠ JURAJ (1942 - 2016),Červený dážď II.
Nevydražené,,MELIŠ JURAJ (1942 - 2016),Červený dážď II.
